0,curso,bloque,criterio,estandar,prior
5321,5,Bloque 3. Programación y robótica,2. Diseñar y construir robots con los actuadores y sensores adecuados cuyo funcionamiento solucione un problema planteado.,2.1. Comprende y utiliza sensores y actuadores utilizados habitualmente en un robot.,
5322,5,Bloque 3. Programación y robótica,2. Diseñar y construir robots con los actuadores y sensores adecuados cuyo funcionamiento solucione un problema planteado.,2.2. Diseña y construye un robot con los actuadores y sensores adecuados para que su funcionamiento solucione un problema planteado.,
5323,5,Bloque 3. Programación y robótica,2. Diseñar y construir robots con los actuadores y sensores adecuados cuyo funcionamiento solucione un problema planteado.,"2.3. Participa como integrante de un equipo de trabajo de forma activa, en el diseño y montaje de un robot.",
5411,5,Bloque 4. Introducción a la Ciencia de los Materiales,"1. Analizar las propiedades de los materiales utilizados en la construcción de objetos tecnológicos, reconociendo su estructura interna y relacionándola con las propiedades que presentan y las modificaciones que se puedan producir.",1.1. Establece la relación que existe entre la estructura interna de los materiales y sus propiedades.,
5412,5,Bloque 4. Introducción a la Ciencia de los Materiales,"1. Analizar las propiedades de los materiales utilizados en la construcción de objetos tecnológicos, reconociendo su estructura interna y relacionándola con las propiedades que presentan y las modificaciones que se puedan producir.",1.2. Explica cómo se pueden modificar las propiedades de los materiales teniendo en cuenta su estructura interna.,
5413,5,Bloque 4. Introducción a la Ciencia de los Materiales,"1. Analizar las propiedades de los materiales utilizados en la construcción de objetos tecnológicos, reconociendo su estructura interna y relacionándola con las propiedades que presentan y las modificaciones que se puedan producir.",1.3. Reconoce las propiedades de los materiales y sus aplicaciones tecnológicas.,
5421,5,Bloque 4. Introducción a la Ciencia de los Materiales,"2. Relacionar productos tecnológicos actuales/novedosos con los materiales que posibilitan su producción asociando las características de éstos con los productos fabricados, utilizando ejemplos concretos y analizando el impacto social producido en los países productores.",2.1. Describe apoyándose en la información que le pueda proporcionar Internet algún material nuevo o novedoso que se utilice para la obtención de nuevos productos tecnológicos.,
5511,5,Bloque 5. Procedimientos de fabricación,"1. Describir las técnicas utilizadas en los procesos de fabricación tipo, así como el impacto medioambiental que puede producir.",1.1. Explica las principales técnicas utilizadas en el proceso de fabricación de un producto dado.,
5512,5,Bloque 5. Procedimientos de fabricación,"1. Describir las técnicas utilizadas en los procesos de fabricación tipo, así como el impacto medioambiental que puede producir.",1.2. Conoce el impacto medioambiental que pueden producir las técnicas de producción utilizadas y propone alternativas para reducir dicho impacto.,
5521,5,Bloque 5. Procedimientos de fabricación,"2. Identificar las máquinas y herramientas utilizadas, así como las condiciones de seguridad propias de cada una de ellas, apoyándose en la información proporcionada en las web de los fabricantes.",2.1. Identifica las máquinas y las herramientas utilizadas en los procedimientos de fabricación.,
5522,5,Bloque 5. Procedimientos de fabricación,"2. Identificar las máquinas y herramientas utilizadas, así como las condiciones de seguridad propias de cada una de ellas, apoyándose en la información proporcionada en las web de los fabricantes.",2.2. Realiza prácticas de procedimientos de fabricación con las máquinas-herramientas disponibles en el aula-taller teniendo en cuenta las principales condiciones de seguridad tanto desde el punto de vista del espacio como de la seguridad personal.,
5531,5,Bloque 5. Procedimientos de fabricación,3. Conocer las diferentes técnicas de fabricación en impresión 3D.,3.1. Describe las fases del proceso de fabricación en impresión 3D,
5532,5,Bloque 5. Procedimientos de fabricación,3. Conocer las diferentes técnicas de fabricación en impresión 3D.,3.2. Reconoce los diferentes tipos de impresión 3D y su aplicación en la industria.,
5533,5,Bloque 5. Procedimientos de fabricación,3. Conocer las diferentes técnicas de fabricación en impresión 3D.,"3.3. Construye una pieza sencilla con la impresora 3D, diseñándola o utilizando repositorios de piezas imprimibles en Internet.",
5611,5,Bloque 6. Recursos tecnológicos,"1. Identificar las etapas necesarias para la creación de un producto tecnológico desde su origen hasta su comercialización, describiendo cada una de ellas.","1.1. Diseña la propuesta de un nuevo producto tomando como base una idea dada, explicando el objetivo de cada una de las etapas significativas necesarias para lanzar el producto al mercado.",
5621,5,Bloque 6. Recursos tecnológicos,2. Investigar la influencia de un producto tecnológico en la sociedad y proponer mejoras tanto desde el punto de vista de su utilidad como de su posible impacto social.,2.1. Analiza la influencia en la sociedad de la introducción de nuevos productos tecnológicos.,
5631,5,Bloque 6. Recursos tecnológicos,"3. Explicar las diferencias y similitudes entre un modelo de excelencia y un sistema de gestión de la calidad identificando los principales actores que intervienen, valorando críticamente la repercusión que su implantación puede tener sobre losproductos desarrollados y exponiéndolo de forma oral con el soporte de una presentación.","3.1. Desarrolla el esquema de un sistema de gestión de la calidad y/o posible modelo de excelencia, razonando la importancia de cada uno de los agentes implicados, con el apoyo de un soporte informático.",
5632,5,Bloque 6. Recursos tecnológicos,"3. Explicar las diferencias y similitudes entre un modelo de excelencia y un sistema de gestión de la calidad identificando los principales actores que intervienen, valorando críticamente la repercusión que su implantación puede tener sobre losproductos desarrollados y exponiéndolo de forma oral con el soporte de una presentación.","3.2. Valora de forma crítica la implantación de un modelo de excelencia o de un sistema de gestión de calidad en el diseño, producción y comercialización de productos.",
6111,6,Bloque 1. Materiales,1. Identificar las características de los materiales para una aplicación concreta teniendo en cuenta sus propiedades intrínsecas y su estructura interna.,1.1. Explica cómo se pueden modificar las propiedades de los materiales teniendo en cuenta su estructura interna.,
6112,6,Bloque 1. Materiales,1. Identificar las características de los materiales para una aplicación concreta teniendo en cuenta sus propiedades intrínsecas y su estructura interna.,1.2. Conoce cómo se realizan los diferentes ensayos e interpreta los resultados obtenidos.,
6121,6,Bloque 1. Materiales,2. Conocer los diferentes procesos que modifican las propiedades de los materiales.,2.1. Entiende  la  información  obtenida  en  los diagramas de equilibrio de fases.,
6122,6,Bloque 1. Materiales,2. Conocer los diferentes procesos que modifican las propiedades de los materiales.,2.2. Diferencia y conoce los tratamientos térmicos empleados para modificar las propiedades de un material.,
6131,6,Bloque 1. Materiales,"3. Investigar el uso de nuevos materiales, sus propiedades y aplicaciones.",3.1. Investiga y busca información de nuevos materiales para aplicaciones tecnológicas en Internet,
6211,6,Bloque 2. Principios de máquinas,"1. Conocer y entender los conceptos fundamentales relacionados con la mecánica, la electricidad y el magnetismo; y utilizarlos para resolver problemas mediante procesos de resolución de manera razonada y coherente.",1.1. Entiende y utiliza los conceptos fundamentales mecánicos y eléctricos y resuelve ejercicios relacionados con estas magnitudes.,
6212,6,Bloque 2. Principios de máquinas,"1. Conocer y entender los conceptos fundamentales relacionados con la mecánica, la electricidad y el magnetismo; y utilizarlos para resolver problemas mediante procesos de resolución de manera razonada y coherente.","1.2. Comprende y adquiere los conocimientos relacionados con el magnetismo, necesarios para entender el funcionamiento de motores eléctricos.",
6221,6,Bloque 2. Principios de máquinas,"2. Comprender los principios de la termodinámica, así como los diferentes ciclos termodinámicos en los que se basa el funcionamiento de las maquinas térmicas.","2.1. Maneja con destreza unidades físicas relacionadas con los principios termodinámicos, y soluciona ejercicios  en los que se aplican dichos principios..",
6222,6,Bloque 2. Principios de máquinas,"2. Comprender los principios de la termodinámica, así como los diferentes ciclos termodinámicos en los que se basa el funcionamiento de las maquinas térmicas.",2.2. Reconoce y explica los diferentes ciclos termodinámicos utilizados en máquinas térmicas.,
6231,6,Bloque 2. Principios de máquinas,"3. Clasificar los distintos tipos de máquinas térmicas,describiendo las partes constituyentes de las mismas y analizando sus principios de funcionamiento.","3.1. Clasifica los diferentes tipos de motores térmicos, y distingue las características principales de cada uno de ellos, según su principio de funcionamiento.",
6232,6,Bloque 2. Principios de máquinas,"3. Clasificar los distintos tipos de máquinas térmicas,describiendo las partes constituyentes de las mismas y analizando sus principios de funcionamiento.","3.2. Describe el funcionamiento de un ciclo frigorífico ? bomba de calor, nombrando sus componentes, definiendo y explicando cada uno de ellos.",
6241,6,Bloque 2. Principios de máquinas,"4. Analizar el funcionamiento de los diferentes tipos de motores eléctricos reconociendo las partes más importantes de los mismos, y calcular sus parámetros característicos.","4.1. Identifica las diferentes partes de un motor eléctrico, a partir del desmontaje de motores eléctricos reales en el aula-taller o utilizando recursos  informáticos.",
6242,6,Bloque 2. Principios de máquinas,"4. Analizar el funcionamiento de los diferentes tipos de motores eléctricos reconociendo las partes más importantes de los mismos, y calcular sus parámetros característicos.",4.2. Soluciona problemas relacionados con el cálculo de parámetros típicos de funcionamiento de motores eléctricos.,
6243,6,Bloque 2. Principios de máquinas,"4. Analizar el funcionamiento de los diferentes tipos de motores eléctricos reconociendo las partes más importantes de los mismos, y calcular sus parámetros característicos.",4.3. Distingue las partes más importantes de los motores eléctricos y describe las diferencias entre motores de CC Y CA.,
6311,6,Bloque 3. Sistemas automáticos,"1 Tipos de transductores: posición, velocidad, desplazamiento, presión, temperatura y luz",1.1. Diferencia entre sistemas de control de lazo abierto y cerrado proponiendo ejemplos razonados de los mismos.,
6312,6,Bloque 3. Sistemas automáticos,"1 Tipos de transductores: posición, velocidad, desplazamiento, presión, temperatura y luz",1.2. Identifica y explica la función de los elementos y señales típicos de un sistema automático de control.,
6313,6,Bloque 3. Sistemas automáticos,"1 Tipos de transductores: posición, velocidad, desplazamiento, presión, temperatura y luz",1.3. Clasifica los tipos de transductores empleados en los sistemas de control e indica su principio de funcionamiento.,
6314,6,Bloque 3. Sistemas automáticos,"1 Tipos de transductores: posición, velocidad, desplazamiento, presión, temperatura y luz",1.4. Diferencia entre las distintas señales de control que puede producir un regulador o controlador de un sistema de control.,
6321,6,Bloque 3. Sistemas automáticos,2. Utilizar las herramientas matemáticas necesarias,para realizar operaciones de diagramas de bloques y analizar la respuesta de un sistema de control ante determinadas entradas verificando la estabilidad del mismo.,
6322,6,Bloque 3. Sistemas automáticos,2. Utilizar las herramientas matemáticas necesarias,2.2. Averigua si un sistema de control es estable utilizando algún método de análisis matemático.,
6321,6,Bloque 3. Sistemas automáticos,"3. Verificar el funcionamiento de sistemas automáticos mediante simuladores reales o virtuales,interpretando esquemas e identificando las señales de entrada-salida en cada bloque del mismo.",3.1. Diseña sistemas de control sencillos para aplicaciones concretas y verifica su funcionamiento mediante el montaje físico en el aula-taller y/o su simulación informática.,
6411,6,Bloque 4. Circuitos y sistemas lógicos,1. Conocer y entender los distintos sistemas de numeración utilizados en la electrónica digital así como los principios y propiedades que rigen la representación de funciones lógicas.,1.1.  Realiza  conversiones  entre  los  diferentes sistemas y códigos de numeración.,
6412,6,Bloque 4. Circuitos y sistemas lógicos,1. Conocer y entender los distintos sistemas de numeración utilizados en la electrónica digital así como los principios y propiedades que rigen la representación de funciones lógicas.,"1.2. Comprende las operaciones básicas y propiedades del Algebra de Boole, para representar funciones lógicas.",
6413,6,Bloque 4. Circuitos y sistemas lógicos,1. Conocer y entender los distintos sistemas de numeración utilizados en la electrónica digital así como los principios y propiedades que rigen la representación de funciones lógicas.,"1.3. Realiza tablas de verdad que resuelvan problemas técnicos concretos, identificando los valores de las salidas a partir de las condiciones de los valores de las entradas.",
6421,6,Bloque 4. Circuitos y sistemas lógicos,"2. Diseñar mediante puertas lógicas, sencillos automatismos de control aplicando procedimientos de simplificación de circuitos lógicos, y verificando sus resultados mediantes programas de simulación informática o circuitos reales.",2.1. Simplifica funciones lógicas digitales utilizando métodos de simplificación adecuados e impleméntalas con puertas lógicas.,
6422,6,Bloque 4. Circuitos y sistemas lógicos,"2. Diseñar mediante puertas lógicas, sencillos automatismos de control aplicando procedimientos de simplificación de circuitos lógicos, y verificando sus resultados mediantes programas de simulación informática o circuitos reales.","2.2. Comprueba el funcionamiento de circuitos lógicos, utilizando programas de simulación informáticos o mediante el montaje físico del circuito, verificando que las señales obtenidas son correctas.",
6431,6,Bloque 4. Circuitos y sistemas lógicos,"3. Analizar el funcionamiento de circuitos lógicos combinacionales, describiendo las características y aplicaciones de los bloques constitutivos utilizándolos en el diseño de circuitos digitales que respondan a problemas técnicos.","3.1. Comprende y verifica el funcionamiento de circuitos combinacionales, mediante software de simulación o realizando el montaje real de los mismos.",
6432,6,Bloque 4. Circuitos y sistemas lógicos,"3. Analizar el funcionamiento de circuitos lógicos combinacionales, describiendo las características y aplicaciones de los bloques constitutivos utilizándolos en el diseño de circuitos digitales que respondan a problemas técnicos.",3.2. Diseña con autonomía circuitos lógicos combinacionales con bloques integrados partiendo de  especificaciones  concretas  y proponiendo el posible esquema de circuito.,
6511,6,Bloque 5. Control y programación de sistemas automáticos,"1.  Comprender el funcionamiento de los distintos circuitos secuenciales, siendo capaz de analizarlos y diseñarlos, realizando sus cronogramas  correspondientes, visualizándolos gráficamente mediante el equipo más adecuado o programas de simulación.",1.1. Explica el funcionamiento de los biestables indicando los diferentes tipos y sus tablas de verdad asociadas.,
6512,6,Bloque 5. Control y programación de sistemas automáticos,"1.  Comprender el funcionamiento de los distintos circuitos secuenciales, siendo capaz de analizarlos y diseñarlos, realizando sus cronogramas  correspondientes, visualizándolos gráficamente mediante el equipo más adecuado o programas de simulación.",1.2. Diseña circuitos lógicos secuenciales sencillos con biestables a partir de especificaciones concretas y elaborando el esquema del circuito.,
6513,6,Bloque 5. Control y programación de sistemas automáticos,"1.  Comprender el funcionamiento de los distintos circuitos secuenciales, siendo capaz de analizarlos y diseñarlos, realizando sus cronogramas  correspondientes, visualizándolos gráficamente mediante el equipo más adecuado o programas de simulación.",1.3. Dibuja y comprueba cronogramas de circuitos secuenciales explicando los cambios que se producen en las señales utilizando programas de simulación.,
6514,6,Bloque 5. Control y programación de sistemas automáticos,"1.  Comprender el funcionamiento de los distintos circuitos secuenciales, siendo capaz de analizarlos y diseñarlos, realizando sus cronogramas  correspondientes, visualizándolos gráficamente mediante el equipo más adecuado o programas de simulación.","1.4. Diseña circuitos secuenciales eléctricos mediante sus grafos correspondientes, representando su circuito eléctrico y comprobando su ciclo de funcionamiento.",
6521,6,Bloque 5. Control y programación de sistemas automáticos,"2.  Relacionar los tipos de microprocesadores utilizados en ordenadores y autómatas, buscando la información en internet y describiendo las principales prestaciones y aplicaciones de los mismos.","2.1. Identifica los principales elementos que componen un microprocesador tipo y lo compara con algún microprocesador comercial, trabajando en equipo de manera responsable y colaborativa, utilizando recursos en la red.",
6522,6,Bloque 5. Control y programación de sistemas automáticos,"2.  Relacionar los tipos de microprocesadores utilizados en ordenadores y autómatas, buscando la información en internet y describiendo las principales prestaciones y aplicaciones de los mismos.","2.2. Identifica y describe las partes de un autómata programable, así como sus aplicaciones en el sector industrial.",
4111,4,Bloque 1. Tecnologías de la información y de la Comunicación,"1. Analizar los elementos y sistemas que configuran la comunicación alámbrica e inalámbrica, definiendo los tipos de conexión y los medios de comunicación que se utilizan en ambos sistemas de transmisión.",1.1. Identifica y explica los diferentes tipos de conexión física entre un sistema emisor y un sistema receptor en la transmisión alámbrica de datos.,
4112,4,Bloque 1. Tecnologías de la información y de la Comunicación,"1. Analizar los elementos y sistemas que configuran la comunicación alámbrica e inalámbrica, definiendo los tipos de conexión y los medios de comunicación que se utilizan en ambos sistemas de transmisión.","1.2. Describe las características más importantes de los distintos medios de comunicación inalámbrica, incidiendo en la telefonía móvil y en los sistemas de localización por satélite.",
4121,4,Bloque 1. Tecnologías de la información y de la Comunicación,"2. Utilizar varias fuentes de información para conocer los diferentes tipos de redes de comunicación de datos, y la evolución del desarrollo tecnológico de la conexión a Internet.",2.1. Conoce las características de los distintos tipos de redes de comunicación de datos.,
4122,4,Bloque 1. Tecnologías de la información y de la Comunicación,"2. Utilizar varias fuentes de información para conocer los diferentes tipos de redes de comunicación de datos, y la evolución del desarrollo tecnológico de la conexión a Internet.",2.2. Investiga de forma cronológica las formas de conexión a internet y realiza un trabajo sobre este tema para su exposición en el aula.,
4131,4,Bloque 1. Tecnologías de la información y de la Comunicación,"2. Utilizar varias fuentes de información para conocer los diferentes tipos de redes de comunicación de datos, y la evolución del desarrollo tecnológico de la conexión a Internet.","3.1. Localiza, intercambia y publica información a través de Internet utilizando distintas plataformas como páginas web, blogs, correo electrónico, wikis, foros, redes sociales",
4132,4,Bloque 1. Tecnologías de la información y de la Comunicación,3. Acceder a servicios de intercambio y publicación de información digital utilizando diferentes plataformas e interpretando y aplicando la información recogida de forma adecuada.,3.2. Utiliza el ordenador como herramienta de búsqueda de datos y es capaz de interpretarla y aplicarla en la realización de trabajos relacionados con contenidos de la materia.,
4211,4,Bloque 2. Instalaciones en viviendas,3. Acceder a servicios de intercambio y publicación de información digital utilizando diferentes plataformas e interpretando y aplicando la información recogida de forma adecuada.,1.1. Diferencia las instalaciones típicas en una vivienda. ,
4212,4,Bloque 2. Instalaciones en viviendas,3. Acceder a servicios de intercambio y publicación de información digital utilizando diferentes plataformas e interpretando y aplicando la información recogida de forma adecuada.,1.2. Conoce la normativa básica que regula las instalaciones de una vivienda.,
4213,4,Bloque 2. Instalaciones en viviendas,3. Acceder a servicios de intercambio y publicación de información digital utilizando diferentes plataformas e interpretando y aplicando la información recogida de forma adecuada.,1.3. Interpreta y maneja la simbología empleada en los esquemas de las distintas instalaciones características de una vivienda.,
4221,4,Bloque 2. Instalaciones en viviendas,"2. Realizar diseños sencillos de instalaciones características de una vivienda, empleando la simbología adecuada y experimentar montándolas físicamente para verificar su funcionamiento.",2.1. Diseña con ayuda de software instalaciones para una vivienda tipo con criterios de eficiencia energética.,
4222,4,Bloque 2. Instalaciones en viviendas,"2. Realizar diseños sencillos de instalaciones características de una vivienda, empleando la simbología adecuada y experimentar montándolas físicamente para verificar su funcionamiento.","2.2. Realiza montajes de instalaciones características de una vivienda y comprueba su funcionamiento, trabajando de forma colaborativa en el aula-taller, aplicando las normas de seguridad adecuadas.",
4231,4,Bloque 2. Instalaciones en viviendas,"3. Valorar la contribución al ahorro energético que puede producir la arquitectura de la vivienda, sus instalaciones y los hábitos de consumo de sus usuarios.",3.1. Investiga y busca en la red medidas de reducción del consumo energético de una vivienda.,
4311,4,Bloque 3. Electrónica,1. Analizar y describir el funcionamiento y la aplicación de un circuito electrónico y sus componentes elementales.,"1.1. Explica las características y funciones de componentes básicos: resistor, condensador, diodo y transistor",
4312,4,Bloque 3. Electrónica,1. Analizar y describir el funcionamiento y la aplicación de un circuito electrónico y sus componentes elementales.,"1.2. Describe el funcionamiento de un circuito electrónico formado por componentes elementales, calculando los parámetros característicos de cada componente.",
4321,4,Bloque 3. Electrónica,2. Entender los sistemas de numeración y los principios y leyes de la electrónica digital y aplicarlo al diseño y resolución de circuitos electrónicos digitales,2.1. Realiza ejercicios de conversión entre los diferentes sistemas de numeración.,
4322,4,Bloque 3. Electrónica,2. Entender los sistemas de numeración y los principios y leyes de la electrónica digital y aplicarlo al diseño y resolución de circuitos electrónicos digitales,2.2. Obtiene la tabla de verdad y la función lógica que responde a un problema planteado.,
4323,4,Bloque 3. Electrónica,2. Entender los sistemas de numeración y los principios y leyes de la electrónica digital y aplicarlo al diseño y resolución de circuitos electrónicos digitales,2.3. Obtiene la función lógica simplificada y la implementa mediante puertas lógicas.,
4331,4,Bloque 3. Electrónica,"3. Diseñar circuitos sencillos de electrónica analógica y digital verificando su funcionamiento mediante software de simulación, realizando el montaje real de los mismos.","3.1. Emplea simuladores para el diseño y análisis de circuitos analógicos básicos, empleando simbología adecuada.",
4332,4,Bloque 3. Electrónica,"3. Diseñar circuitos sencillos de electrónica analógica y digital verificando su funcionamiento mediante software de simulación, realizando el montaje real de los mismos.",3.2. Realiza el montaje de circuitos electrónicos básicos diseñados previamente. ,
4411,4,Bloque 4. Control y Robótica,"1. Analizar sistemas automáticos, diferenciando los diferentes tipos de sistemas de control, describiendo los componentes que los integran y valorando la importancia de estos sistemas en la vida cotidiana.","1.1. Analiza el funcionamiento de automatismos en diferentes dispositivos técnicos habituales, diferenciando entre lazo abierto y cerrado. ",
4412,4,Bloque 4. Control y Robótica,"1. Analizar sistemas automáticos, diferenciando los diferentes tipos de sistemas de control, describiendo los componentes que los integran y valorando la importancia de estos sistemas en la vida cotidiana.",1.2. Distingue y clasifica los diferentes componentes que forman un sistema automático de control.,
4421,4,Bloque 4. Control y Robótica,2. Adquirir las habilidades y los conocimientos para elaborar programas informáticos que resuelvan problemas tecnológicos utilizando tarjetas controladoras.,"2.1. Realiza programas utilizando un lenguaje de programación, aplicando dichos programas a una plataforma de control.",
4422,4,Bloque 4. Control y Robótica,2. Adquirir las habilidades y los conocimientos para elaborar programas informáticos que resuelvan problemas tecnológicos utilizando tarjetas controladoras.,"2.2. Utiliza correctamente la plataforma de control, realizando el montaje de los diferentes componentes electrónicos que necesita para resolver un problema tecnológico.",
4431,4,Bloque 4. Control y Robótica,"3. Diseñar y desarrollar en grupo un robot que funcione de forma autónoma en función de la información que reciba del entorno, utilizando programas de simulación para verificar su funcionamiento y realizando su montaje en el aula-taller.","3.1. Emplea simuladores para el diseño y análisis de circuitos analógicos básicos, empleando simbología adecuada.",
4432,4,Bloque 4. Control y Robótica,"3. Diseñar y desarrollar en grupo un robot que funcione de forma autónoma en función de la información que reciba del entorno, utilizando programas de simulación para verificar su funcionamiento y realizando su montaje en el aula-taller.","3.2. Comprueba mediante programas de simulación el funcionamiento de un robot, y realiza su montaje físico en el aula-taller.",
4433,4,Bloque 4. Control y Robótica,"3. Diseñar y desarrollar en grupo un robot que funcione de forma autónoma en función de la información que reciba del entorno, utilizando programas de simulación para verificar su funcionamiento y realizando su montaje en el aula-taller.","3.3. Trabaja en grupo de forma participativa y creativa, buscando información adicional y aportando ideas para el diseño y construcción de un robot.",
4511,4,Bloque 5. Neumática e Hidraúlica,"1. Identificar los componentes característicos de los sistemas neumáticos e hidráulicos, conociendo sus características y funcionamiento, manejando con soltura la simbología necesaria para representar dichos elementos dentro de un circuito.",1.1. Identifica y clasifica los componentes que forman parte de un sistema neumático e hidráulico.,
4512,4,Bloque 5. Neumática e Hidraúlica,"1. Identificar los componentes característicos de los sistemas neumáticos e hidráulicos, conociendo sus características y funcionamiento, manejando con soltura la simbología necesaria para representar dichos elementos dentro de un circuito.",1.2. Conoce la función de los componentes básicos de los circuitos neumáticos e hidráulicos e interpreta correctamente su funcionamiento dentro de un circuito.,
4513,4,Bloque 5. Neumática e Hidraúlica,"1. Identificar los componentes característicos de los sistemas neumáticos e hidráulicos, conociendo sus características y funcionamiento, manejando con soltura la simbología necesaria para representar dichos elementos dentro de un circuito.",1.3. Emplea la simbología y nomenclatura adecuadas para representar circuitos cuya finalidad sea la de resolver un problema tecnológico.,
4521,4,Bloque 5. Neumática e Hidraúlica,2. Experimentar con dispositivos físicos o simuladores informáticos circuitos neumáticos e hidráulicos sencillos previamente diseñados y conocer las principales aplicaciones de las tecnologías hidráulica y neumática.,2.1. Diseña circuitos neumáticos e hidráulicos básicos para resolver un problema tecnológico planteado.,
4522,4,Bloque 5. Neumática e Hidraúlica,2. Experimentar con dispositivos físicos o simuladores informáticos circuitos neumáticos e hidráulicos sencillos previamente diseñados y conocer las principales aplicaciones de las tecnologías hidráulica y neumática.,"2.2. Realiza montajes de circuitos sencillos neumáticos e hidráulicos bien con componentes reales o mediante simulación, trabajando de forma colaborativa dentro de un grupo en el aula-taller.",
4523,4,Bloque 5. Neumática e Hidraúlica,2. Experimentar con dispositivos físicos o simuladores informáticos circuitos neumáticos e hidráulicos sencillos previamente diseñados y conocer las principales aplicaciones de las tecnologías hidráulica y neumática.,2.3. Conoce las principales aplicaciones de las tecnologías hidráulica y neumática,
4611,4,Bloque 6. Tecnología y Sociedad,1. Conocer la evolución tecnológica a lo largo de la historia valorando su repercusión social y económica,"1.1. Identifica los cambios tecnológicos más importantes que se han producido a lo largo de la historia de la humanidad y su impacto económico y social en cada periodo histórico, ayudándose de documentación escrita y digital.",
4612,4,Bloque 6. Tecnología y Sociedad,1. Conocer la evolución tecnológica a lo largo de la historia valorando su repercusión social y económica,1.2. Elabora juicios de valor referentes al desarrollo tecnológico relacionando inventos y descubrimientos con el contexto en el que se desarrollan.,
4621,4,Bloque 6. Tecnología y Sociedad,"2. Analizar objetos técnicos y tecnológicos y su relación con el entorno, interpretando su influencia en la sociedad y la evolución tecnológica.","2.1. Analiza objetos técnicos y tecnológicos desde varios puntos de vista, como el funcional, socioeconómico, técnico y formal.",
4631,4,Bloque 6. Tecnología y Sociedad,"3. Potenciar el uso responsable de los recursos naturales para uso industrial y particular, fomentando hábitos que ayuden a la sostenibilidad del medio ambiente.",3.1. Reconoce las consecuencias medioambientales de la actividad tecnológica y realiza propuestas para reducir su impacto.,
